1/1/2010 5,48.9°F,-,44.1°F,83%,29.83in,7.0mi,South,17.3mph,29.9mph,0.06in,Rain
1/1/2010 6,48.9°F,-,45.0°F,86%,29.87in,6.0mi,South,16.1mph,23.0mph,0.01in,Rain
1/1/2010 7,50.0°F,-,45.0°F,83%,29.90in,10.0mi,South,13.8mph,23.0mph,0.01in,Rain
1/1/2010 8,48.9°F,-,45.0°F,86%,29.92in,9.0mi,South,15.0mph,26.5mph,0.02in,Rain
1/1/2010 8,48.2°F,-,44.6°F,87%,29.94in,10.0mi,South,11.5mph,20.7mph,0.00in,Rain
1/1/2010 9,48.9°F,-,45.0°F,86%,29.96in,10.0mi,South,12.7mph,23.0mph,0.00in,Rain
1/1/2010 10,48.9°F,-,45.0°F,86%,29.99in,7.0mi,South,12.7mph,19.6mph,0.01in,Rain
1/1/2010 11,48.9°F,-,45.0°F,86%,30.01in,10.0mi,South,10.4mph,19.6mph,0.00in,
1/1/2010 11,48.2°F,-,44.6°F,87%,30.02in,10.0mi,South,10.4mph,18.4mph,N/A,
1/1/2010 12,48.9°F,-,44.1°F,83%,30.03in,10.0mi,South,15.0mph,18.4mph,N/A,
1/2/2010 1,48.9°F,-,44.1°F,83%,30.05in,10.0mi,South,12.7mph,23.0mph,N/A,
1/2/2010 14,48.2°F,-,44.6°F,87%,30.08in,10.0mi,South,11.5mph,16.1mph,0.00in,
1/2/2010 14,48.0°F,-,45.0°F,89%,30.09in,6.0mi,South,10.4mph,-,0.00in,Rain
1/2/2010 15,48.0°F,-,44.1°F,86%,30.11in,7.0mi,South,12.7mph,19.6mph,0.02in,Rain
1/2/2010 16,48.0°F,-,44.1°F,86%,30.12in,9.0mi,South,9.2mph,18.4mph,0.00in,Rain
1/2/2010 16,48.2°F,-,44.6°F,87%,30.13in,10.0mi,South,9.2mph,18.4mph,0.00in,
1/2/2010 16,48.2°F,-,44.6°F,87%,30.13in,10.0mi,SSE,12.7mph,19.6mph,0.01in,Rain
1/2/2010 17,48.0°F,-,44.1°F,86%,30.14in,7.0mi,South,10.4mph,-,0.01in,
1/2/2010 18,48.2°F,-,44.6°F,87%,30.14in,10.0mi,South,12.7mph,-,0.02in,
1/2/2010 18,48.0°F,-,44.1°F,86%,30.15in,10.0mi,South,13.8mph,-,0.02in,
1/2/2010 19,48.0°F,-,44.1°F,86%,30.14in,10.0mi,South,12.7mph,19.6mph,0.00in,
1/2/2010 20,48.0°F,-,44.1°F,86%,30.15in,10.0mi,South,8.1mph,17.3mph,N/A,
1/2/2010 21,48.0°F,-,44.1°F,86%,30.18in,10.0mi,South,10.4mph,-,N/A,
1/2/2010 22,48.9°F,-,44.1°F,83%,30.20in,10.0mi,South,10.4mph,-,N/A,
1/2/2010 23,48.9°F,-,43.0°F,80%,30.22in,10.0mi,South,9.2mph,18.4mph,N/A,
1/2/2010 0,50.0°F,-,44.1°F,80%,30.22in,10.0mi,South,10.4mph,18.4mph,N/A,
1/2/2010 13,50.0°F,-,43.0°F,77%,30.22in,10.0mi,South,12.7mph,21.9mph,N/A,
1/2/2010 2,50.0°F,-,43.0°F,77%,30.22in,10.0mi,South,8.1mph,-,N/A,
1/2/2010 3,48.9°F,-,43.0°F,80%,30.24in,10.0mi,SSE,12.7mph,-,N/A,
1/2/2010 4,48.0°F,-,43.0°F,83%,30.26in,10.0mi,South,11.5mph,17.3mph,N/A,
1/2/2010 5,46.9°F,-,42.1°F,83%,30.27in,10.0mi,SSE,6.9mph,-,N/A,
1/2/2010 6,46.0°F,42.5°F,42.1°F,86%,30.28in,10.0mi,SE,6.9mph,-,N/A,
1/2/2010 7,46.9°F,-,42.1°F,83%,30.29in,10.0mi,SSE,8.1mph,-,N/A,
1/2/2010 8,46.0°F,43.1°F,42.1°F,86%,30.29in,10.0mi,SSE,5.8mph,-,N/A,
1/2/2010 9,46.0°F,42.5°F,42.1°F,86%,30.30in,10.0mi,South,6.9mph,-,N/A,
1/2/2010 10,44.1°F,41.5°F,39.9°F,85%,30.31in,10.0mi,ESE,4.6mph,-,N/A,
1/2/2010 11,43.0°F,39.5°F,39.9°F,89%,30.31in,10.0mi,SE,5.8mph,-,N/A,
1/2/2010 12,46.0°F,44.8°F,43.0°F,89%,30.32in,10.0mi,ESE,3.5mph,-,N/A,
1/3/2010 1,45.0°F,-,42.1°F,90%,30.32in,10.0mi,Calm,Calm,-,N/A,
1/3/2010 13,44.6°F,-,42.8°F,93%,30.32in,10.0mi,Calm,Calm,-,N/A,
1/3/2010 14,45.0°F,-,42.1°F,90%,30.32in,10.0mi,Calm,Calm,-,N/A,
1/3/2010 15,45.0°F,41.8°F,41.0°F,86%,30.32in,10.0mi,East,5.8mph,-,N/A,
1/3/2010 15,44.6°F,-,41.0°F,87%,30.32in,10.0mi,Calm,Calm,-,N/A,
1/3/2010 16,44.6°F,-,41.0°F,87%,30.30in,8.0mi,Calm,Calm,-,N/A,
1/3/2010 16,44.1°F,-,39.9°F,85%,30.30in,8.0mi,Calm,Calm,-,N/A,
1/3/2010 17,42.1°F,-,39.0°F,89%,30.29in,8.0mi,Calm,Calm,-,N/A,
1/3/2010 18,39.9°F,-,37.0°F,89%,30.28in,5.0mi,Calm,Calm,-,N/A,
1/3/2010 18,41.0°F,-,37.4°F,87%,30.28in,8.0mi,Calm,Calm,-,N/A,
1/3/2010 19,39.0°F,-,37.0°F,93%,30.28in,8.0mi,Calm,Calm,-,N/A,
1/3/2010 19,39.2°F,-,37.4°F,93%,30.28in,1.5mi,Calm,Calm,-,N/A,
1/3/2010 19,39.2°F,-,37.4°F,93%,30.28in,0.8mi,Calm,Calm,-,N/A,
1/3/2010 19,39.2°F,-,37.4°F,93%,30.27in,1.2mi,Calm,Calm,-,N/A,
1/3/2010 19,41.0°F,-,37.4°F,87%,30.27in,4.0mi,Calm,Calm,-,N/A,
1/3/2010 20,41.0°F,-,37.9°F,89%,30.27in,8.0mi,Calm,Calm,-,N/A,
1/3/2010 21,42.1°F,-,39.0°F,89%,30.27in,9.0mi,Calm,Calm,-,N/A,
1/3/2010 21,42.8°F,-,39.2°F,87%,30.27in,9.0mi,Calm,Calm,-,N/A,
1/3/2010 22,45.0°F,-,42.1°F,90%,30.27in,10.0mi,Calm,Calm,-,N/A,
1/3/2010 23,46.0°F,-,42.1°F,86%,30.26in,10.0mi,Calm,Calm,-,N/A,
1/3/2010 0,46.9°F,-,41.0°F,80%,30.23in,10.0mi,Calm,Calm,-,N/A,
1/3/2010 13,48.0°F,-,41.0°F,77%,30.21in,10.0mi,Calm,Calm,-,N/A,
1/3/2010 2,50.0°F,-,41.0°F,71%,30.19in,10.0mi,Calm,Calm,-,N/A,
1/3/2010 3,48.9°F,-,43.0°F,80%,30.18in,10.0mi,NNW,4.6mph,-,N/A,
1/3/2010 4,48.9°F,-,42.1°F,77%,30.17in,10.0mi,WNW,4.6mph,-,N/A,
1/3/2010 5,46.9°F,-,42.1°F,83%,30.17in,10.0mi,WNW,3.5mph,-,0.00in,Rain
1/3/2010 6,46.9°F,-,42.1°F,83%,30.16in,10.0mi,NW,3.5mph,-,0.00in,
1/3/2010 7,46.9°F,-,41.0°F,80%,30.16in,10.0mi,Calm,Calm,-,0.00in,
1/3/2010 8,46.9°F,-,43.0°F,86%,30.16in,7.0mi,Variable,3.5mph,-,0.01in,Rain
1/3/2010 9,46.9°F,-,43.0°F,86%,30.15in,10.0mi,NNE,3.5mph,-,0.01in,
1/3/2010 10,46.9°F,-,42.1°F,83%,30.14in,10.0mi,Calm,Calm,-,N/A,
1/3/2010 11,46.0°F,-,43.0°F,89%,30.12in,10.0mi,Calm,Calm,-,N/A,
1/3/2010 12,46.0°F,44.8°F,43.0°F,89%,30.11in,10.0mi,NNW,3.5mph,-,N/A,
1/4/2010 1,46.0°F,44.8°F,43.0°F,89%,30.10in,10.0mi,NNW,3.5mph,-,N/A,
1/4/2010 14,46.0°F,-,43.0°F,89%,30.09in,10.0mi,Calm,Calm,-,N/A,
1/4/2010 15,46.0°F,-,43.0°F,89%,30.09in,9.0mi,Calm,Calm,-,0.01in,Rain
1/4/2010 16,46.0°F,-,43.0°F,89%,30.06in,10.0mi,Calm,Calm,-,0.02in,Rain
1/4/2010 17,45.0°F,-,43.0°F,93%,30.05in,8.0mi,Calm,Calm,-,0.03in,Rain
1/4/2010 18,46.0°F,44.8°F,43.0°F,89%,30.03in,5.0mi,North,3.5mph,-,0.11in,Rain
1/4/2010 19,46.0°F,-,43.0°F,89%,30.01in,4.0mi,Calm,Calm,-,0.10in,Rain
1/4/2010 20,46.0°F,43.9°F,43.0°F,89%,29.98in,9.0mi,Variable,4.6mph,-,0.13in,Rain
1/4/2010 21,46.9°F,-,44.1°F,90%,29.96in,4.0mi,ESE,4.6mph,-,0.10in,Rain
1/4/2010 22,48.0°F,-,45.0°F,89%,29.94in,8.0mi,ESE,8.1mph,-,0.08in,Rain
1/4/2010 23,48.9°F,-,46.0°F,90%,29.96in,8.0mi,SE,5.8mph,-,0.03in,Rain
1/4/2010 0,48.9°F,-,45.0°F,86%,29.94in,6.0mi,South,4.6mph,-,0.04in,Rain
1/4/2010 13,48.9°F,-,46.0°F,90%,29.93in,4.0mi,SSE,5.8mph,-,0.04in,Rain
1/4/2010 2,48.0°F,-,46.0°F,93%,29.92in,4.0mi,SSE,8.1mph,-,0.03in,Rain
1/4/2010 2,48.2°F,-,46.4°F,93%,29.92in,2.5mi,SSE,6.9mph,-,0.00in,Rain
1/4/2010 3,48.0°F,-,46.0°F,93%,29.93in,2.0mi,SSE,4.6mph,-,0.02in,Rain
1/4/2010 4,48.0°F,-,46.0°F,93%,29.94in,2.0mi,SSE,8.1mph,-,0.02in,Rain
1/4/2010 5,48.0°F,-,46.0°F,93%,29.94in,2.0mi,SE,8.1mph,-,0.01in,Rain
1/4/2010 5,48.2°F,-,46.4°F,93%,29.94in,3.0mi,SE,8.1mph,-,0.00in,
1/4/2010 6,48.0°F,-,46.0°F,93%,29.94in,3.0mi,SE,8.1mph,-,0.00in,
1/4/2010 7,48.2°F,-,46.4°F,93%,29.95in,2.5mi,SSE,10.4mph,-,0.01in,Rain
1/4/2010 7,48.0°F,-,46.0°F,93%,29.95in,2.5mi,SSE,8.1mph,-,0.01in,
1/4/2010 8,48.0°F,-,46.0°F,93%,29.97in,2.0mi,SE,6.9mph,-,0.01in,
1/4/2010 8,48.2°F,-,46.4°F,93%,29.97in,2.0mi,SSE,5.8mph,-,N/A,
1/4/2010 9,48.0°F,-,46.0°F,93%,29.98in,2.0mi,SE,6.9mph,-,0.01in,Rain
1/4/2010 10,48.0°F,-,46.0°F,93%,29.99in,1.8mi,SE,5.8mph,-,0.01in,
1/4/2010 11,48.0°F,-,46.0°F,93%,30.00in,2.0mi,SE,8.1mph,-,0.01in,
1/4/2010 11,48.2°F,-,46.4°F,93%,30.00in,1.8mi,SE,6.9mph,-,N/A,
1/4/2010 12,48.0°F,-,46.0°F,93%,29.99in,2.0mi,SE,6.9mph,-,0.00in,
1/5/2010 1,48.0°F,-,46.0°F,93%,30.00in,2.0mi,SE,6.9mph,-,N/A,
1/5/2010 13,48.2°F,-,46.4°F,93%,30.00in,3.0mi,SE,8.1mph,-,0.01in,Rain
1/5/2010 14,48.9°F,-,46.9°F,93%,30.00in,6.0mi,SE,8.1mph,-,0.01in,Rain
1/5/2010 15,48.9°F,-,46.9°F,93%,30.01in,4.0mi,NNW,3.5mph,-,0.00in,Rain
1/5/2010 15,48.2°F,-,46.4°F,93%,30.01in,2.0mi,NNW,3.5mph,-,0.00in,Rain
1/5/2010 16,48.2°F,-,44.6°F,87%,30.02in,3.0mi,Calm,Calm,-,0.01in,Rain
1/5/2010 16,48.0°F,-,45.0°F,89%,30.02in,3.0mi,NNW,3.5mph,-,0.02in,
1/5/2010 17,46.4°F,-,44.6°F,93%,30.02in,4.0mi,Calm,Calm,-,N/A,
1/5/2010 17,46.9°F,-,45.0°F,93%,30.02in,5.0mi,NNW,3.5mph,-,N/A,
1/5/2010 17,46.4°F,43.5°F,44.6°F,93%,30.03in,5.0mi,NNW,5.8mph,-,0.00in,Rain
1/5/2010 18,46.9°F,-,45.0°F,93%,30.03in,3.0mi,Calm,Calm,-,0.01in,
1/5/2010 19,46.9°F,-,45.0°F,93%,30.04in,4.0mi,Calm,Calm,-,0.01in,Rain
1/5/2010 19,46.4°F,-,44.6°F,93%,30.04in,2.5mi,Calm,Calm,-,0.01in,Rain
1/5/2010 20,46.9°F,-,44.1°F,90%,30.05in,2.0mi,WNW,3.5mph,-,0.02in,
1/5/2010 20,46.4°F,45.2°F,44.6°F,93%,30.06in,3.0mi,NW,3.5mph,-,N/A,
1/5/2010 21,46.9°F,-,45.0°F,93%,30.07in,2.0mi,NW,3.5mph,-,N/A,
1/5/2010 21,46.4°F,44.3°F,44.6°F,93%,30.08in,1.2mi,NW,4.6mph,-,N/A,
1/5/2010 22,46.9°F,-,45.0°F,93%,30.10in,1.8mi,NW,3.5mph,-,0.01in,Rain
1/5/2010 23,48.0°F,-,45.0°F,89%,30.11in,2.0mi,Calm,Calm,-,0.00in,
1/5/2010 0,48.0°F,-,45.0°F,89%,30.11in,2.0mi,NW,3.5mph,-,N/A,
1/5/2010 12,48.2°F,-,44.6°F,87%,30.11in,1.5mi,NW,3.5mph,-,N/A,
1/5/2010 13,46.4°F,44.3°F,44.6°F,93%,30.10in,2.0mi,NW,4.6mph,-,N/A,
1/5/2010 13,46.9°F,-,45.0°F,93%,30.10in,2.5mi,NW,4.6mph,-,N/A,
1/5/2010 2,46.9°F,-,45.0°F,93%,30.10in,2.0mi,Calm,Calm,-,0.01in,
1/5/2010 2,48.2°F,-,44.6°F,87%,30.10in,8.0mi,Calm,Calm,-,N/A,
1/5/2010 2,48.2°F,-,44.6°F,87%,30.11in,10.0mi,NW,3.5mph,-,N/A,
1/5/2010 3,48.0°F,-,44.1°F,86%,30.11in,7.0mi,NNW,4.6mph,-,N/A,
1/5/2010 4,48.0°F,-,44.1°F,86%,30.13in,10.0mi,Calm,Calm,-,N/A,
1/5/2010 5,48.2°F,-,44.6°F,87%,30.13in,10.0mi,NW,3.5mph,-,N/A,
1/5/2010 5,48.2°F,-,42.8°F,82%,30.14in,10.0mi,NW,3.5mph,-,N/A,
1/5/2010 5,46.9°F,-,43.0°F,86%,30.14in,10.0mi,WNW,3.5mph,-,N/A,
1/5/2010 6,46.9°F,-,43.0°F,86%,30.14in,9.0mi,NW,6.9mph,-,0.00in,Rain
1/5/2010 6,46.4°F,43.5°F,42.8°F,87%,30.14in,10.0mi,NW,5.8mph,-,0.00in,
1/5/2010 7,46.9°F,-,43.0°F,86%,30.15in,10.0mi,NNW,3.5mph,-,0.00in,
1/5/2010 8,46.4°F,45.2°F,42.8°F,87%,30.15in,10.0mi,North,3.5mph,-,N/A,
1/5/2010 8,46.0°F,-,42.1°F,86%,30.16in,10.0mi,Calm,Calm,-,N/A,
1/5/2010 9,46.4°F,-,42.8°F,87%,30.16in,10.0mi,Calm,Calm,-,N/A,
1/5/2010 9,46.0°F,44.8°F,42.1°F,86%,30.17in,10.0mi,North,3.5mph,-,N/A,
1/5/2010 10,46.9°F,-,42.1°F,83%,30.17in,10.0mi,North,3.5mph,-,N/A,
1/5/2010 11,46.0°F,44.8°F,42.1°F,86%,30.18in,10.0mi,Variable,3.5mph,-,N/A,
1/5/2010 12,46.0°F,43.1°F,42.1°F,86%,30.19in,10.0mi,NNW,5.8mph,-,N/A,
1/6/2010 1,46.4°F,43.5°F,42.8°F,87%,30.21in,10.0mi,North,5.8mph,-,N/A,
1/6/2010 1,46.9°F,-,41.0°F,80%,30.21in,10.0mi,Variable,5.8mph,-,N/A,
1/6/2010 14,46.9°F,-,39.9°F,77%,30.22in,10.0mi,North,4.6mph,-,N/A,
1/6/2010 15,46.0°F,44.8°F,39.9°F,79%,30.22in,10.0mi,North,3.5mph,-,N/A,
1/6/2010 16,46.0°F,44.8°F,37.9°F,73%,30.22in,10.0mi,NNE,3.5mph,-,N/A,
1/6/2010 17,45.0°F,-,37.0°F,74%,30.22in,10.0mi,Calm,Calm,-,N/A,
1/6/2010 18,45.0°F,43.5°F,36.0°F,71%,30.24in,10.0mi,NNW,3.5mph,-,N/A,
1/6/2010 19,46.0°F,-,37.0°F,71%,30.26in,10.0mi,Calm,Calm,-,N/A,
1/6/2010 20,46.0°F,44.8°F,36.0°F,68%,30.27in,10.0mi,North,3.5mph,-,N/A,
1/6/2010 21,46.0°F,44.8°F,36.0°F,68%,30.29in,10.0mi,Variable,3.5mph,-,N/A,
1/6/2010 22,46.9°F,-,36.0°F,66%,30.31in,10.0mi,Variable,3.5mph,-,N/A,
1/6/2010 23,48.9°F,-,35.1°F,59%,30.32in,10.0mi,Calm,Calm,-,N/A,
1/6/2010 0,50.0°F,-,32.0°F,50%,30.32in,10.0mi,Variable,5.8mph,-,N/A,
1/6/2010 13,50.0°F,-,32.0°F,50%,30.31in,10.0mi,East,3.5mph,-,N/A,
1/6/2010 2,51.1°F,-,30.9°F,46%,30.30in,10.0mi,East,3.5mph,-,N/A,
1/6/2010 3,50.0°F,-,30.0°F,46%,30.30in,10.0mi,SE,3.5mph,-,N/A,
1/6/2010 4,48.0°F,-,28.9°F,48%,30.31in,10.0mi,SE,8.1mph,-,N/A,
1/6/2010 5,46.0°F,43.9°F,26.1°F,46%,30.31in,10.0mi,SE,4.6mph,-,N/A,
1/6/2010 6,46.9°F,-,24.1°F,41%,30.29in,10.0mi,ESE,9.2mph,-,N/A,
1/6/2010 7,45.0°F,-,25.0°F,46%,30.29in,10.0mi,Calm,Calm,-,N/A,
1/6/2010 8,45.0°F,-,24.1°F,44%,30.29in,10.0mi,Calm,Calm,-,N/A,
1/6/2010 9,42.1°F,-,27.0°F,55%,30.27in,10.0mi,Calm,Calm,-,N/A,
1/6/2010 10,45.0°F,40.6°F,19.0°F,36%,30.28in,10.0mi,ESE,8.1mph,-,N/A,
1/6/2010 11,41.0°F,38.0°F,21.0°F,45%,30.31in,10.0mi,SSE,4.6mph,-,N/A,
1/6/2010 12,44.1°F,40.8°F,19.0°F,37%,30.28in,10.0mi,ESE,5.8mph,-,N/A,
1/7/2010 1,42.1°F,40.2°F,19.9°F,41%,30.27in,10.0mi,East,3.5mph,-,N/A,
1/7/2010 14,42.1°F,38.4°F,18.0°F,38%,30.28in,10.0mi,ESE,5.8mph,-,N/A,
1/7/2010 15,43.0°F,-,18.0°F,37%,30.26in,10.0mi,Calm,Calm,-,N/A,
1/7/2010 16,39.0°F,-,19.9°F,46%,30.22in,10.0mi,Calm,Calm,-,N/A,
1/7/2010 17,39.0°F,-,23.0°F,53%,30.21in,10.0mi,Calm,Calm,-,N/A,
1/7/2010 18,39.0°F,-,21.0°F,49%,30.17in,10.0mi,Calm,Calm,-,N/A,
1/7/2010 19,39.9°F,-,24.1°F,53%,30.18in,10.0mi,Calm,Calm,-,N/A,
1/7/2010 20,44.1°F,39.5°F,17.1°F,34%,30.16in,10.0mi,SE,8.1mph,-,N/A,
1/7/2010 21,43.0°F,37.2°F,21.0°F,42%,30.19in,10.0mi,SE,10.4mph,-,N/A,
1/7/2010 22,44.1°F,40.1°F,21.9°F,42%,30.20in,10.0mi,SE,6.9mph,-,N/A,
1/7/2010 23,48.0°F,-,21.9°F,36%,30.19in,10.0mi,SSE,8.1mph,-,N/A,
1/7/2010 0,50.0°F,-,21.9°F,33%,30.14in,10.0mi,ESE,9.2mph,-,N/A,
1/7/2010 13,50.0°F,-,21.0°F,32%,30.12in,10.0mi,SE,13.8mph,20.7mph,N/A,
1/7/2010 2,50.0°F,-,23.0°F,35%,30.11in,10.0mi,SE,15.0mph,-,N/A,
1/7/2010 3,50.0°F,-,24.1°F,36%,30.11in,10.0mi,SSE,9.2mph,20.7mph,N/A,
1/7/2010 4,48.9°F,-,25.0°F,39%,30.12in,10.0mi,SE,10.4mph,19.6mph,N/A,
1/7/2010 5,46.9°F,-,26.1°F,44%,30.14in,10.0mi,SE,10.4mph,-,N/A,
1/7/2010 6,46.9°F,-,27.0°F,46%,30.13in,10.0mi,SE,11.5mph,-,N/A,
1/7/2010 7,46.9°F,-,27.0°F,46%,30.14in,10.0mi,SE,9.2mph,-,N/A,
1/7/2010 8,48.0°F,-,26.1°F,42%,30.11in,10.0mi,SE,13.8mph,19.6mph,N/A,
1/7/2010 9,46.9°F,-,28.0°F,48%,30.12in,10.0mi,SE,6.9mph,-,N/A,
1/7/2010 10,45.0°F,40.6°F,28.0°F,52%,30.12in,10.0mi,SSE,8.1mph,-,N/A,
1/7/2010 11,44.1°F,40.1°F,34.0°F,68%,30.13in,8.0mi,SE,6.9mph,-,0.01in,Rain
1/7/2010 12,44.1°F,39.5°F,34.0°F,68%,30.14in,10.0mi,SE,8.1mph,-,0.02in,Rain
1/8/2010 1,42.1°F,39.2°F,37.0°F,82%,30.14in,8.0mi,SE,4.6mph,-,0.04in,Rain
1/8/2010 13,41.0°F,35.8°F,37.4°F,87%,30.13in,2.5mi,SE,8.1mph,-,0.05in,Rain
1/8/2010 13,41.0°F,35.8°F,37.4°F,87%,30.12in,3.0mi,SE,8.1mph,-,0.05in,Rain
1/8/2010 14,41.0°F,35.8°F,37.4°F,87%,30.12in,3.0mi,SSE,8.1mph,-,0.06in,Rain
1/8/2010 14,41.0°F,38.0°F,37.0°F,86%,30.13in,3.0mi,SE,4.6mph,-,0.06in,
1/8/2010 14,41.0°F,37.1°F,37.4°F,87%,30.13in,10.0mi,SE,5.8mph,-,N/A,
1/8/2010 15,41.0°F,36.4°F,37.9°F,89%,30.13in,10.0mi,SSE,6.9mph,-,N/A,
1/8/2010 16,41.0°F,37.1°F,37.4°F,87%,30.14in,6.0mi,SSE,5.8mph,-,0.02in,Rain
1/8/2010 16,41.0°F,39.0°F,37.9°F,89%,30.13in,9.0mi,South,3.5mph,-,0.05in,Rain
1/8/2010 17,41.0°F,38.0°F,37.4°F,87%,30.11in,10.0mi,SE,4.6mph,-,0.00in,
1/8/2010 17,42.1°F,37.7°F,39.0°F,89%,30.11in,10.0mi,SE,6.9mph,-,0.00in,
1/8/2010 18,43.0°F,37.7°F,39.0°F,86%,30.08in,10.0mi,SE,9.2mph,-,0.00in,
1/8/2010 19,43.0°F,40.3°F,39.9°F,89%,30.07in,10.0mi,SE,4.6mph,-,0.03in,
1/8/2010 20,44.1°F,-,39.9°F,85%,30.06in,10.0mi,Calm,Calm,-,N/A,
1/8/2010 21,45.0°F,43.5°F,39.9°F,82%,30.06in,10.0mi,Variable,3.5mph,-,0.00in,Rain
1/8/2010 22,45.0°F,39.3°F,37.9°F,76%,30.09in,10.0mi,SSE,11.5mph,17.3mph,0.04in,Rain
1/8/2010 23,44.1°F,38.6°F,39.0°F,82%,30.09in,10.0mi,SE,10.4mph,-,0.05in,Rain
1/8/2010 0,44.1°F,39.5°F,39.0°F,82%,30.06in,9.0mi,SE,8.1mph,-,0.09in,Rain
1/8/2010 13,46.0°F,43.9°F,39.0°F,76%,30.03in,9.0mi,SSE,4.6mph,-,0.00in,Rain
1/8/2010 2,46.9°F,-,39.9°F,77%,30.01in,7.0mi,SE,8.1mph,-,0.00in,Rain
1/8/2010 3,46.0°F,41.0°F,39.9°F,79%,29.99in,9.0mi,SE,10.4mph,-,0.00in,Rain
1/8/2010 4,46.9°F,-,39.9°F,77%,29.99in,10.0mi,Calm,Calm,-,0.00in,Rain
1/8/2010 5,45.0°F,-,41.0°F,86%,30.01in,4.0mi,Calm,Calm,-,0.10in,Rain
1/8/2010 6,45.0°F,39.7°F,39.9°F,82%,30.03in,5.0mi,SSE,10.4mph,-,0.14in,Rain
1/8/2010 7,44.1°F,40.1°F,39.9°F,85%,30.02in,7.0mi,SSE,6.9mph,-,0.10in,Rain
1/8/2010 8,44.1°F,42.5°F,41.0°F,89%,30.03in,7.0mi,South,3.5mph,-,0.08in,Rain
1/8/2010 9,44.6°F,-,41.0°F,87%,30.04in,6.0mi,Calm,Calm,-,0.06in,Rain
1/8/2010 9,44.1°F,-,41.0°F,89%,30.05in,4.0mi,Calm,Calm,-,0.07in,Rain
1/8/2010 9,44.6°F,-,42.8°F,93%,30.06in,3.0mi,Calm,Calm,-,0.03in,Rain
1/8/2010 10,45.0°F,-,42.1°F,90%,30.06in,5.0mi,Calm,Calm,-,0.04in,Rain
1/8/2010 11,44.1°F,42.5°F,42.1°F,93%,30.09in,3.0mi,SSE,3.5mph,-,0.00in,Rain
1/8/2010 11,44.6°F,43.1°F,42.8°F,93%,30.09in,3.0mi,SSE,3.5mph,-,0.01in,Rain
1/8/2010 12,44.6°F,-,42.8°F,93%,30.10in,4.0mi,Calm,Calm,-,0.01in,Rain
1/8/2010 12,44.1°F,-,42.1°F,93%,30.10in,2.5mi,Calm,Calm,-,0.02in,Rain
1/8/2010 12,44.6°F,-,42.8°F,93%,30.10in,2.5mi,Calm,Calm,-,0.00in,Rain
1/9/2010 1,44.1°F,-,42.1°F,93%,30.11in,2.0mi,Calm,Calm,-,0.03in,Rain
1/9/2010 14,45.0°F,-,42.1°F,90%,30.11in,3.0mi,Calm,Calm,-,0.01in,Rain
1/9/2010 15,45.0°F,42.6°F,43.0°F,93%,30.12in,3.0mi,SE,4.6mph,-,0.02in,
1/9/2010 15,44.6°F,40.7°F,42.8°F,93%,30.13in,3.0mi,SSE,6.9mph,-,N/A,
1/9/2010 16,44.6°F,40.7°F,42.8°F,93%,30.13in,3.0mi,SSE,6.9mph,-,0.00in,Rain
1/9/2010 16,45.0°F,41.2°F,43.0°F,93%,30.13in,3.0mi,SSE,6.9mph,-,0.01in,Rain
