Date,Time(PST),Temp.,Windchill,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
2010/1/1,3:53PM,48.0°F,-,44.1°F,86%,29.81in,5.0mi,South,19.6mph,29.9mph,0.10in,Rain,LightRain
2010/1/1,4:34PM,48.2°F,-,44.6°F,87%,29.82in,5.0mi,South,23.0mph,31.1mph,0.05in,Rain,LightRain
2010/1/1,4:53PM,48.9°F,-,44.1°F,83%,29.83in,7.0mi,South,17.3mph,29.9mph,0.06in,Rain,LightRain
2010/1/1,5:53PM,48.9°F,-,45.0°F,86%,29.87in,6.0mi,South,16.1mph,23.0mph,0.01in,Rain,LightRain
2010/1/1,6:53PM,50.0°F,-,45.0°F,83%,29.90in,10.0mi,South,13.8mph,23.0mph,0.01in,Rain,LightRain
2010/1/1,7:53PM,48.9°F,-,45.0°F,86%,29.92in,9.0mi,South,15.0mph,26.5mph,0.02in,Rain,LightRain
2010/1/1,8:14PM,48.2°F,-,44.6°F,87%,29.94in,10.0mi,South,11.5mph,20.7mph,0.00in,Rain,LightRain
2010/1/1,8:53PM,48.9°F,-,45.0°F,86%,29.96in,10.0mi,South,12.7mph,23.0mph,0.00in,Rain,LightRain
2010/1/1,9:53PM,48.9°F,-,45.0°F,86%,29.99in,7.0mi,South,12.7mph,19.6mph,0.01in,Rain,LightRain
2010/1/1,10:53PM,48.9°F,-,45.0°F,86%,30.01in,10.0mi,South,10.4mph,19.6mph,0.00in,,Overcast
2010/1/1,11:24PM,48.2°F,-,44.6°F,87%,30.02in,10.0mi,South,10.4mph,18.4mph,N/A,,MostlyCloudy
2010/1/1,11:53PM,48.9°F,-,44.1°F,83%,30.03in,10.0mi,South,15.0mph,18.4mph,N/A,,PartlyCloudy
2010/1/2,12:53AM,48.9°F,-,44.1°F,83%,30.05in,10.0mi,South,12.7mph,23.0mph,N/A,,Overcast
2010/1/2,1:37AM,48.2°F,-,44.6°F,87%,30.08in,10.0mi,South,11.5mph,16.1mph,0.00in,,Overcast
2010/1/2,1:53AM,48.0°F,-,45.0°F,89%,30.09in,6.0mi,South,10.4mph,-,0.00in,Rain,LightRain
2010/1/2,2:53AM,48.0°F,-,44.1°F,86%,30.11in,7.0mi,South,12.7mph,19.6mph,0.02in,Rain,LightRain
2010/1/2,3:53AM,48.0°F,-,44.1°F,86%,30.12in,9.0mi,South,9.2mph,18.4mph,0.00in,Rain,LightRain
2010/1/2,4:02AM,48.2°F,-,44.6°F,87%,30.13in,10.0mi,South,9.2mph,18.4mph,0.00in,,Overcast
2010/1/2,4:29AM,48.2°F,-,44.6°F,87%,30.13in,10.0mi,SSE,12.7mph,19.6mph,0.01in,Rain,LightRain
2010/1/2,4:53AM,48.0°F,-,44.1°F,86%,30.14in,7.0mi,South,10.4mph,-,0.01in,,Overcast
2010/1/2,5:41AM,48.2°F,-,44.6°F,87%,30.14in,10.0mi,South,12.7mph,-,0.02in,,Overcast
2010/1/2,5:53AM,48.0°F,-,44.1°F,86%,30.15in,10.0mi,South,13.8mph,-,0.02in,,Overcast
2010/1/2,6:53AM,48.0°F,-,44.1°F,86%,30.14in,10.0mi,South,12.7mph,19.6mph,0.00in,,Overcast
2010/1/2,7:53AM,48.0°F,-,44.1°F,86%,30.15in,10.0mi,South,8.1mph,17.3mph,N/A,,Overcast
2010/1/2,8:53AM,48.0°F,-,44.1°F,86%,30.18in,10.0mi,South,10.4mph,-,N/A,,Overcast
2010/1/2,9:53AM,48.9°F,-,44.1°F,83%,30.20in,10.0mi,South,10.4mph,-,N/A,,MostlyCloudy
2010/1/2,10:53AM,48.9°F,-,43.0°F,80%,30.22in,10.0mi,South,9.2mph,18.4mph,N/A,,Overcast
2010/1/2,11:53AM,50.0°F,-,44.1°F,80%,30.22in,10.0mi,South,10.4mph,18.4mph,N/A,,MostlyCloudy
2010/1/2,12:53PM,50.0°F,-,43.0°F,77%,30.22in,10.0mi,South,12.7mph,21.9mph,N/A,,ScatteredClouds
2010/1/2,1:53PM,50.0°F,-,43.0°F,77%,30.22in,10.0mi,South,8.1mph,-,N/A,,ScatteredClouds
2010/1/2,2:53PM,48.9°F,-,43.0°F,80%,30.24in,10.0mi,SSE,12.7mph,-,N/A,,ScatteredClouds
2010/1/2,3:53PM,48.0°F,-,43.0°F,83%,30.26in,10.0mi,South,11.5mph,17.3mph,N/A,,ScatteredClouds
2010/1/2,4:53PM,46.9°F,-,42.1°F,83%,30.27in,10.0mi,SSE,6.9mph,-,N/A,,ScatteredClouds
2010/1/2,5:53PM,46.0°F,42.5°F,42.1°F,86%,30.28in,10.0mi,SE,6.9mph,-,N/A,,MostlyCloudy
2010/1/2,6:53PM,46.9°F,-,42.1°F,83%,30.29in,10.0mi,SSE,8.1mph,-,N/A,,MostlyCloudy
2010/1/2,7:53PM,46.0°F,43.1°F,42.1°F,86%,30.29in,10.0mi,SSE,5.8mph,-,N/A,,MostlyCloudy
2010/1/2,8:53PM,46.0°F,42.5°F,42.1°F,86%,30.30in,10.0mi,South,6.9mph,-,N/A,,PartlyCloudy
2010/1/2,9:53PM,44.1°F,41.5°F,39.9°F,85%,30.31in,10.0mi,ESE,4.6mph,-,N/A,,ScatteredClouds
2010/1/2,10:53PM,43.0°F,39.5°F,39.9°F,89%,30.31in,10.0mi,SE,5.8mph,-,N/A,,ScatteredClouds
2010/1/2,11:53PM,46.0°F,44.8°F,43.0°F,89%,30.32in,10.0mi,ESE,3.5mph,-,N/A,,Overcast
2010/1/3,12:53AM,45.0°F,-,42.1°F,90%,30.32in,10.0mi,Calm,Calm,-,N/A,,Overcast
2010/1/3,1:19AM,44.6°F,-,42.8°F,93%,30.32in,10.0mi,Calm,Calm,-,N/A,,Overcast
2010/1/3,1:53AM,45.0°F,-,42.1°F,90%,30.32in,10.0mi,Calm,Calm,-,N/A,,Overcast
2010/1/3,2:53AM,45.0°F,41.8°F,41.0°F,86%,30.32in,10.0mi,East,5.8mph,-,N/A,,Clear
2010/1/3,3:10AM,44.6°F,-,41.0°F,87%,30.32in,10.0mi,Calm,Calm,-,N/A,,MostlyCloudy
2010/1/3,3:34AM,44.6°F,-,41.0°F,87%,30.30in,8.0mi,Calm,Calm,-,N/A,,Overcast
2010/1/3,3:53AM,44.1°F,-,39.9°F,85%,30.30in,8.0mi,Calm,Calm,-,N/A,,MostlyCloudy
2010/1/3,4:53AM,42.1°F,-,39.0°F,89%,30.29in,8.0mi,Calm,Calm,-,N/A,,MostlyCloudy
2010/1/3,5:53AM,39.9°F,-,37.0°F,89%,30.28in,5.0mi,Calm,Calm,-,N/A,,MostlyCloudy
2010/1/3,6:01AM,41.0°F,-,37.4°F,87%,30.28in,8.0mi,Calm,Calm,-,N/A,,PartlyCloudy
2010/1/3,6:53AM,39.0°F,-,37.0°F,93%,30.28in,8.0mi,Calm,Calm,-,N/A,,PartlyCloudy
2010/1/3,6:55AM,39.2°F,-,37.4°F,93%,30.28in,1.5mi,Calm,Calm,-,N/A,,ScatteredClouds
2010/1/3,6:58AM,39.2°F,-,37.4°F,93%,30.28in,0.8mi,Calm,Calm,-,N/A,,Unknown
2010/1/3,7:09AM,39.2°F,-,37.4°F,93%,30.27in,1.2mi,Calm,Calm,-,N/A,,ScatteredClouds
2010/1/3,7:12AM,41.0°F,-,37.4°F,87%,30.27in,4.0mi,Calm,Calm,-,N/A,,ScatteredClouds
2010/1/3,7:53AM,41.0°F,-,37.9°F,89%,30.27in,8.0mi,Calm,Calm,-,N/A,,PartlyCloudy
2010/1/3,8:53AM,42.1°F,-,39.0°F,89%,30.27in,9.0mi,Calm,Calm,-,N/A,,PartlyCloudy
2010/1/3,9:05AM,42.8°F,-,39.2°F,87%,30.27in,9.0mi,Calm,Calm,-,N/A,,PartlyCloudy
2010/1/3,9:53AM,45.0°F,-,42.1°F,90%,30.27in,10.0mi,Calm,Calm,-,N/A,,Overcast
2010/1/3,10:53AM,46.0°F,-,42.1°F,86%,30.26in,10.0mi,Calm,Calm,-,N/A,,Overcast
2010/1/3,11:53AM,46.9°F,-,41.0°F,80%,30.23in,10.0mi,Calm,Calm,-,N/A,,MostlyCloudy
2010/1/3,12:53PM,48.0°F,-,41.0°F,77%,30.21in,10.0mi,Calm,Calm,-,N/A,,MostlyCloudy
2010/1/3,1:53PM,50.0°F,-,41.0°F,71%,30.19in,10.0mi,Calm,Calm,-,N/A,,Overcast
2010/1/3,2:53PM,48.9°F,-,43.0°F,80%,30.18in,10.0mi,NNW,4.6mph,-,N/A,,Overcast
2010/1/3,3:53PM,48.9°F,-,42.1°F,77%,30.17in,10.0mi,WNW,4.6mph,-,N/A,,Overcast
2010/1/3,4:53PM,46.9°F,-,42.1°F,83%,30.17in,10.0mi,WNW,3.5mph,-,0.00in,Rain,LightRain
2010/1/3,5:53PM,46.9°F,-,42.1°F,83%,30.16in,10.0mi,NW,3.5mph,-,0.00in,,Overcast
2010/1/3,6:53PM,46.9°F,-,41.0°F,80%,30.16in,10.0mi,Calm,Calm,-,0.00in,,Overcast
2010/1/3,7:53PM,46.9°F,-,43.0°F,86%,30.16in,7.0mi,Variable,3.5mph,-,0.01in,Rain,LightRain
2010/1/3,8:53PM,46.9°F,-,43.0°F,86%,30.15in,10.0mi,NNE,3.5mph,-,0.01in,,Overcast
2010/1/3,9:53PM,46.9°F,-,42.1°F,83%,30.14in,10.0mi,Calm,Calm,-,N/A,,Overcast
2010/1/3,10:53PM,46.0°F,-,43.0°F,89%,30.12in,10.0mi,Calm,Calm,-,N/A,,Overcast
2010/1/3,11:53PM,46.0°F,44.8°F,43.0°F,89%,30.11in,10.0mi,NNW,3.5mph,-,N/A,,Overcast
2010/1/4,12:53AM,46.0°F,44.8°F,43.0°F,89%,30.10in,10.0mi,NNW,3.5mph,-,N/A,,Overcast
2010/1/4,1:53AM,46.0°F,-,43.0°F,89%,30.09in,10.0mi,Calm,Calm,-,N/A,,Overcast
2010/1/4,2:53AM,46.0°F,-,43.0°F,89%,30.09in,9.0mi,Calm,Calm,-,0.01in,Rain,LightRain
2010/1/4,3:53AM,46.0°F,-,43.0°F,89%,30.06in,10.0mi,Calm,Calm,-,0.02in,Rain,LightRain
2010/1/4,4:53AM,45.0°F,-,43.0°F,93%,30.05in,8.0mi,Calm,Calm,-,0.03in,Rain,LightRain
2010/1/4,5:53AM,46.0°F,44.8°F,43.0°F,89%,30.03in,5.0mi,North,3.5mph,-,0.11in,Rain,Rain
2010/1/4,6:53AM,46.0°F,-,43.0°F,89%,30.01in,4.0mi,Calm,Calm,-,0.10in,Rain,Rain
2010/1/4,7:53AM,46.0°F,43.9°F,43.0°F,89%,29.98in,9.0mi,Variable,4.6mph,-,0.13in,Rain,LightRain
2010/1/4,8:53AM,46.9°F,-,44.1°F,90%,29.96in,4.0mi,ESE,4.6mph,-,0.10in,Rain,Rain
2010/1/4,9:53AM,48.0°F,-,45.0°F,89%,29.94in,8.0mi,ESE,8.1mph,-,0.08in,Rain,LightRain
2010/1/4,10:53AM,48.9°F,-,46.0°F,90%,29.96in,8.0mi,SE,5.8mph,-,0.03in,Rain,LightRain
2010/1/4,11:53AM,48.9°F,-,45.0°F,86%,29.94in,6.0mi,South,4.6mph,-,0.04in,Rain,LightRain
2010/1/4,12:53PM,48.9°F,-,46.0°F,90%,29.93in,4.0mi,SSE,5.8mph,-,0.04in,Rain,LightRain
2010/1/4,1:53PM,48.0°F,-,46.0°F,93%,29.92in,4.0mi,SSE,8.1mph,-,0.03in,Rain,LightRain
2010/1/4,1:55PM,48.2°F,-,46.4°F,93%,29.92in,2.5mi,SSE,6.9mph,-,0.00in,Rain,LightRain
2010/1/4,2:53PM,48.0°F,-,46.0°F,93%,29.93in,2.0mi,SSE,4.6mph,-,0.02in,Rain,LightRain
2010/1/4,3:53PM,48.0°F,-,46.0°F,93%,29.94in,2.0mi,SSE,8.1mph,-,0.02in,Rain,LightRain
2010/1/4,4:53PM,48.0°F,-,46.0°F,93%,29.94in,2.0mi,SE,8.1mph,-,0.01in,Rain,LightRain
2010/1/4,5:00PM,48.2°F,-,46.4°F,93%,29.94in,3.0mi,SE,8.1mph,-,0.00in,,Overcast
2010/1/4,5:53PM,48.0°F,-,46.0°F,93%,29.94in,3.0mi,SE,8.1mph,-,0.00in,,Overcast
2010/1/4,6:33PM,48.2°F,-,46.4°F,93%,29.95in,2.5mi,SSE,10.4mph,-,0.01in,Rain,LightRain
2010/1/4,6:53PM,48.0°F,-,46.0°F,93%,29.95in,2.5mi,SSE,8.1mph,-,0.01in,,Overcast
2010/1/4,7:53PM,48.0°F,-,46.0°F,93%,29.97in,2.0mi,SE,6.9mph,-,0.01in,,Overcast
2010/1/4,8:02PM,48.2°F,-,46.4°F,93%,29.97in,2.0mi,SSE,5.8mph,-,N/A,,Overcast
2010/1/4,8:53PM,48.0°F,-,46.0°F,93%,29.98in,2.0mi,SE,6.9mph,-,0.01in,Rain,LightRain
2010/1/4,9:53PM,48.0°F,-,46.0°F,93%,29.99in,1.8mi,SE,5.8mph,-,0.01in,,Overcast
2010/1/4,10:53PM,48.0°F,-,46.0°F,93%,30.00in,2.0mi,SE,8.1mph,-,0.01in,,Overcast
2010/1/4,10:55PM,48.2°F,-,46.4°F,93%,30.00in,1.8mi,SE,6.9mph,-,N/A,,Overcast
2010/1/4,11:53PM,48.0°F,-,46.0°F,93%,29.99in,2.0mi,SE,6.9mph,-,0.00in,,Overcast
2010/1/5,12:53AM,48.0°F,-,46.0°F,93%,30.00in,2.0mi,SE,6.9mph,-,N/A,,Overcast
2010/1/5,1:29AM,48.2°F,-,46.4°F,93%,30.00in,3.0mi,SE,8.1mph,-,0.01in,Rain,LightRain
2010/1/5,1:53AM,48.9°F,-,46.9°F,93%,30.00in,6.0mi,SE,8.1mph,-,0.01in,Rain,LightRain
2010/1/5,2:53AM,48.9°F,-,46.9°F,93%,30.01in,4.0mi,NNW,3.5mph,-,0.00in,Rain,LightRain
2010/1/5,3:02AM,48.2°F,-,46.4°F,93%,30.01in,2.0mi,NNW,3.5mph,-,0.00in,Rain,LightRain
2010/1/5,3:43AM,48.2°F,-,44.6°F,87%,30.02in,3.0mi,Calm,Calm,-,0.01in,Rain,LightRain
2010/1/5,3:53AM,48.0°F,-,45.0°F,89%,30.02in,3.0mi,NNW,3.5mph,-,0.02in,,Overcast
2010/1/5,4:48AM,46.4°F,-,44.6°F,93%,30.02in,4.0mi,Calm,Calm,-,N/A,,Overcast
2010/1/5,4:53AM,46.9°F,-,45.0°F,93%,30.02in,5.0mi,NNW,3.5mph,-,N/A,,Overcast
2010/1/5,5:14AM,46.4°F,43.5°F,44.6°F,93%,30.03in,5.0mi,NNW,5.8mph,-,0.00in,Rain,LightRain
2010/1/5,5:53AM,46.9°F,-,45.0°F,93%,30.03in,3.0mi,Calm,Calm,-,0.01in,,Overcast
2010/1/5,6:53AM,46.9°F,-,45.0°F,93%,30.04in,4.0mi,Calm,Calm,-,0.01in,Rain,LightRain
2010/1/5,7:23AM,46.4°F,-,44.6°F,93%,30.04in,2.5mi,Calm,Calm,-,0.01in,Rain,LightRain
2010/1/5,7:53AM,46.9°F,-,44.1°F,90%,30.05in,2.0mi,WNW,3.5mph,-,0.02in,,Overcast
2010/1/5,8:19AM,46.4°F,45.2°F,44.6°F,93%,30.06in,3.0mi,NW,3.5mph,-,N/A,,Overcast
2010/1/5,8:53AM,46.9°F,-,45.0°F,93%,30.07in,2.0mi,NW,3.5mph,-,N/A,,Overcast
2010/1/5,9:19AM,46.4°F,44.3°F,44.6°F,93%,30.08in,1.2mi,NW,4.6mph,-,N/A,,Overcast
2010/1/5,9:53AM,46.9°F,-,45.0°F,93%,30.10in,1.8mi,NW,3.5mph,-,0.01in,Rain,LightRain
2010/1/5,10:53AM,48.0°F,-,45.0°F,89%,30.11in,2.0mi,Calm,Calm,-,0.00in,,Overcast
2010/1/5,11:53AM,48.0°F,-,45.0°F,89%,30.11in,2.0mi,NW,3.5mph,-,N/A,,Overcast
2010/1/5,12:02PM,48.2°F,-,44.6°F,87%,30.11in,1.5mi,NW,3.5mph,-,N/A,,Overcast
2010/1/5,12:47PM,46.4°F,44.3°F,44.6°F,93%,30.10in,2.0mi,NW,4.6mph,-,N/A,,Overcast
2010/1/5,12:53PM,46.9°F,-,45.0°F,93%,30.10in,2.5mi,NW,4.6mph,-,N/A,,Overcast
2010/1/5,1:53PM,46.9°F,-,45.0°F,93%,30.10in,2.0mi,Calm,Calm,-,0.01in,,Overcast
2010/1/5,2:11PM,48.2°F,-,44.6°F,87%,30.10in,8.0mi,Calm,Calm,-,N/A,,Overcast
2010/1/5,2:23PM,48.2°F,-,44.6°F,87%,30.11in,10.0mi,NW,3.5mph,-,N/A,,Overcast
2010/1/5,2:53PM,48.0°F,-,44.1°F,86%,30.11in,7.0mi,NNW,4.6mph,-,N/A,,Overcast
2010/1/5,3:53PM,48.0°F,-,44.1°F,86%,30.13in,10.0mi,Calm,Calm,-,N/A,,Overcast
2010/1/5,4:33PM,48.2°F,-,44.6°F,87%,30.13in,10.0mi,NW,3.5mph,-,N/A,,Overcast
2010/1/5,4:43PM,48.2°F,-,42.8°F,82%,30.14in,10.0mi,NW,3.5mph,-,N/A,,Overcast
2010/1/5,4:53PM,46.9°F,-,43.0°F,86%,30.14in,10.0mi,WNW,3.5mph,-,N/A,,Overcast
2010/1/5,5:53PM,46.9°F,-,43.0°F,86%,30.14in,9.0mi,NW,6.9mph,-,0.00in,Rain,LightRain
2010/1/5,6:14PM,46.4°F,43.5°F,42.8°F,87%,30.14in,10.0mi,NW,5.8mph,-,0.00in,,Overcast
2010/1/5,6:53PM,46.9°F,-,43.0°F,86%,30.15in,10.0mi,NNW,3.5mph,-,0.00in,,MostlyCloudy
2010/1/5,7:35PM,46.4°F,45.2°F,42.8°F,87%,30.15in,10.0mi,North,3.5mph,-,N/A,,Overcast
2010/1/5,7:53PM,46.0°F,-,42.1°F,86%,30.16in,10.0mi,Calm,Calm,-,N/A,,Overcast
2010/1/5,8:35PM,46.4°F,-,42.8°F,87%,30.16in,10.0mi,Calm,Calm,-,N/A,,Overcast
2010/1/5,8:53PM,46.0°F,44.8°F,42.1°F,86%,30.17in,10.0mi,North,3.5mph,-,N/A,,Overcast
2010/1/5,9:53PM,46.9°F,-,42.1°F,83%,30.17in,10.0mi,North,3.5mph,-,N/A,,Overcast
2010/1/5,10:53PM,46.0°F,44.8°F,42.1°F,86%,30.18in,10.0mi,Variable,3.5mph,-,N/A,,Overcast
2010/1/5,11:53PM,46.0°F,43.1°F,42.1°F,86%,30.19in,10.0mi,NNW,5.8mph,-,N/A,,Overcast
2010/1/6,12:43AM,46.4°F,43.5°F,42.8°F,87%,30.21in,10.0mi,North,5.8mph,-,N/A,,Overcast
2010/1/6,12:53AM,46.9°F,-,41.0°F,80%,30.21in,10.0mi,Variable,5.8mph,-,N/A,,Overcast
2010/1/6,1:53AM,46.9°F,-,39.9°F,77%,30.22in,10.0mi,North,4.6mph,-,N/A,,Overcast
2010/1/6,2:53AM,46.0°F,44.8°F,39.9°F,79%,30.22in,10.0mi,North,3.5mph,-,N/A,,Overcast
2010/1/6,3:53AM,46.0°F,44.8°F,37.9°F,73%,30.22in,10.0mi,NNE,3.5mph,-,N/A,,Overcast
2010/1/6,4:53AM,45.0°F,-,37.0°F,74%,30.22in,10.0mi,Calm,Calm,-,N/A,,Overcast
2010/1/6,5:53AM,45.0°F,43.5°F,36.0°F,71%,30.24in,10.0mi,NNW,3.5mph,-,N/A,,MostlyCloudy
2010/1/6,6:53AM,46.0°F,-,37.0°F,71%,30.26in,10.0mi,Calm,Calm,-,N/A,,Overcast
2010/1/6,7:53AM,46.0°F,44.8°F,36.0°F,68%,30.27in,10.0mi,North,3.5mph,-,N/A,,Overcast
2010/1/6,8:53AM,46.0°F,44.8°F,36.0°F,68%,30.29in,10.0mi,Variable,3.5mph,-,N/A,,Overcast
2010/1/6,9:53AM,46.9°F,-,36.0°F,66%,30.31in,10.0mi,Variable,3.5mph,-,N/A,,Overcast
2010/1/6,10:53AM,48.9°F,-,35.1°F,59%,30.32in,10.0mi,Calm,Calm,-,N/A,,Overcast
2010/1/6,11:53AM,50.0°F,-,32.0°F,50%,30.32in,10.0mi,Variable,5.8mph,-,N/A,,MostlyCloudy
2010/1/6,12:53PM,50.0°F,-,32.0°F,50%,30.31in,10.0mi,East,3.5mph,-,N/A,,Overcast
2010/1/6,1:53PM,51.1°F,-,30.9°F,46%,30.30in,10.0mi,East,3.5mph,-,N/A,,Overcast
2010/1/6,2:53PM,50.0°F,-,30.0°F,46%,30.30in,10.0mi,SE,3.5mph,-,N/A,,MostlyCloudy
2010/1/6,3:53PM,48.0°F,-,28.9°F,48%,30.31in,10.0mi,SE,8.1mph,-,N/A,,MostlyCloudy
2010/1/6,4:53PM,46.0°F,43.9°F,26.1°F,46%,30.31in,10.0mi,SE,4.6mph,-,N/A,,ScatteredClouds
2010/1/6,5:53PM,46.9°F,-,24.1°F,41%,30.29in,10.0mi,ESE,9.2mph,-,N/A,,ScatteredClouds
2010/1/6,6:53PM,45.0°F,-,25.0°F,46%,30.29in,10.0mi,Calm,Calm,-,N/A,,PartlyCloudy
2010/1/6,7:53PM,45.0°F,-,24.1°F,44%,30.29in,10.0mi,Calm,Calm,-,N/A,,Clear
2010/1/6,8:53PM,42.1°F,-,27.0°F,55%,30.27in,10.0mi,Calm,Calm,-,N/A,,Clear
2010/1/6,9:53PM,45.0°F,40.6°F,19.0°F,36%,30.28in,10.0mi,ESE,8.1mph,-,N/A,,Clear
2010/1/6,10:53PM,41.0°F,38.0°F,21.0°F,45%,30.31in,10.0mi,SSE,4.6mph,-,N/A,,Clear
2010/1/6,11:53PM,44.1°F,40.8°F,19.0°F,37%,30.28in,10.0mi,ESE,5.8mph,-,N/A,,Clear
2010/1/7,12:53AM,42.1°F,40.2°F,19.9°F,41%,30.27in,10.0mi,East,3.5mph,-,N/A,,Clear
2010/1/7,1:53AM,42.1°F,38.4°F,18.0°F,38%,30.28in,10.0mi,ESE,5.8mph,-,N/A,,Clear
2010/1/7,2:53AM,43.0°F,-,18.0°F,37%,30.26in,10.0mi,Calm,Calm,-,N/A,,Clear
2010/1/7,3:53AM,39.0°F,-,19.9°F,46%,30.22in,10.0mi,Calm,Calm,-,N/A,,Clear
2010/1/7,4:53AM,39.0°F,-,23.0°F,53%,30.21in,10.0mi,Calm,Calm,-,N/A,,Clear
2010/1/7,5:53AM,39.0°F,-,21.0°F,49%,30.17in,10.0mi,Calm,Calm,-,N/A,,Clear
2010/1/7,6:53AM,39.9°F,-,24.1°F,53%,30.18in,10.0mi,Calm,Calm,-,N/A,,ScatteredClouds
2010/1/7,7:53AM,44.1°F,39.5°F,17.1°F,34%,30.16in,10.0mi,SE,8.1mph,-,N/A,,Clear
2010/1/7,8:53AM,43.0°F,37.2°F,21.0°F,42%,30.19in,10.0mi,SE,10.4mph,-,N/A,,MostlyCloudy
2010/1/7,9:53AM,44.1°F,40.1°F,21.9°F,42%,30.20in,10.0mi,SE,6.9mph,-,N/A,,MostlyCloudy
2010/1/7,10:53AM,48.0°F,-,21.9°F,36%,30.19in,10.0mi,SSE,8.1mph,-,N/A,,Overcast
2010/1/7,11:53AM,50.0°F,-,21.9°F,33%,30.14in,10.0mi,ESE,9.2mph,-,N/A,,MostlyCloudy
2010/1/7,12:53PM,50.0°F,-,21.0°F,32%,30.12in,10.0mi,SE,13.8mph,20.7mph,N/A,,MostlyCloudy
2010/1/7,1:53PM,50.0°F,-,23.0°F,35%,30.11in,10.0mi,SE,15.0mph,-,N/A,,Overcast
2010/1/7,2:53PM,50.0°F,-,24.1°F,36%,30.11in,10.0mi,SSE,9.2mph,20.7mph,N/A,,Clear
2010/1/7,3:53PM,48.9°F,-,25.0°F,39%,30.12in,10.0mi,SE,10.4mph,19.6mph,N/A,,ScatteredClouds
2010/1/7,4:53PM,46.9°F,-,26.1°F,44%,30.14in,10.0mi,SE,10.4mph,-,N/A,,MostlyCloudy
2010/1/7,5:53PM,46.9°F,-,27.0°F,46%,30.13in,10.0mi,SE,11.5mph,-,N/A,,Overcast
2010/1/7,6:53PM,46.9°F,-,27.0°F,46%,30.14in,10.0mi,SE,9.2mph,-,N/A,,Overcast
2010/1/7,7:53PM,48.0°F,-,26.1°F,42%,30.11in,10.0mi,SE,13.8mph,19.6mph,N/A,,Overcast
2010/1/7,8:53PM,46.9°F,-,28.0°F,48%,30.12in,10.0mi,SE,6.9mph,-,N/A,,Overcast
2010/1/7,9:53PM,45.0°F,40.6°F,28.0°F,52%,30.12in,10.0mi,SSE,8.1mph,-,N/A,,ScatteredClouds
2010/1/7,10:53PM,44.1°F,40.1°F,34.0°F,68%,30.13in,8.0mi,SE,6.9mph,-,0.01in,Rain,LightRain
2010/1/7,11:53PM,44.1°F,39.5°F,34.0°F,68%,30.14in,10.0mi,SE,8.1mph,-,0.02in,Rain,LightRain
2010/1/8,12:53AM,42.1°F,39.2°F,37.0°F,82%,30.14in,8.0mi,SE,4.6mph,-,0.04in,Rain,LightRain
2010/1/8,1:12AM,41.0°F,35.8°F,37.4°F,87%,30.13in,2.5mi,SE,8.1mph,-,0.05in,Rain,Rain
2010/1/8,1:19AM,41.0°F,35.8°F,37.4°F,87%,30.12in,3.0mi,SE,8.1mph,-,0.05in,Rain,LightRain
